year,name,author,genre,price,quantity,url
2011,"Star Chamber, The",Mark Twain,Poetry,89,3,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2002,Chad Hanna,George Orwell,Horror,44,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2004,"Mortician, The",Virginia Woolf,Fantasy,1,19,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1968,"Reef, The",Mark Twain,Thriller,14,68,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2012,Deewaar,J.R.R. Tolkien,Graphic Novels,80,61,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2012,House Party,George Orwell,Technology,34,41,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1995,Touch the Sound: A Sound Journey with Evelyn Glennie,Agatha Christie,Romance,38,36,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1996,Greenfingers,George Orwell,Fiction,68,59,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1989,"Source Family, The",William Shakespeare,Children's,72,37,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2005,Hi-Life,J.R.R. Tolkien,Romance,44,22,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1998,Few of Us,Charles Dickens,Fiction,9,19,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2009,Girl in the Cadillac,J.K. Rowling,Science,56,67,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1992,"Girl from Monaco, The (fille de Monaco, La)",Ernest Hemingway,Romance,9,69,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1993,Gran Torino,Mark Twain,Science,78,70,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2006,Avenging Angelo,William Shakespeare,Graphic Novels,72,1,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2008,Serving Life,George Orwell,Young Adult,91,21,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1997,"Man Who Haunted Himself, The",Charles Dickens,Young Adult,7,29,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1998,I Love Trouble,Charles Dickens,Biography,77,18,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2012,Korengal,Stephen King,Horror,18,97,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1990,Jungle Book,Charles Dickens,Fiction,32,50,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2010,"China 9, Liberty 37 (Amore, piombo e furore)",Charles Dickens,Children's,61,53,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2007,"Macbeth (a.k.a. Tragedy of Macbeth, The)",Agatha Christie,Self-Help,8,44,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1997,"Yobi, The Five-Tailed Fox",Agatha Christie,Science,4,45,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2007,Piter FM,Ernest Hemingway,Travel,41,19,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1985,Attack of the 5 Ft. 2 Women (National Lampoon's Attack of the 5 Ft 2 Woman),George Orwell,Romance,94,53,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2010,Someone Like You,J.K. Rowling,Autobiography,25,5,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2009,"Hole in My Heart, A (Hål i mitt hjärta, Ett)",J.K. Rowling,Thriller,9,20,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2009,"Jour se lève, Le (Daybreak)",Virginia Woolf,Horror,47,97,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1994,Back in Business,Agatha Christie,Technology,11,83,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2004,Autómata (Automata),Jane Austen,Autobiography,2,34,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2010,"Simple-Minded Murder, The (Enfaldige mördaren, Den)",George Orwell,Horror,74,63,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1998,Tomorrow Night,Agatha Christie,Young Adult,73,91,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2008,Mushrooming (Seenelkäik),Ernest Hemingway,Science Fiction,91,26,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1993,Green Lantern: Emerald Knights,Charles Dickens,Biography,69,44,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1995,Miss March,Agatha Christie,Historical Fiction,80,27,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2002,KM 31: Kilometro 31,F. Scott Fitzgerald,Graphic Novels,86,39,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2001,"Play House, The",Charles Dickens,Travel,63,64,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1998,Frankenstein,J.R.R. Tolkien,Thriller,3,1,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1985,Going Ape!,Virginia Woolf,Non-Fiction,60,50,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2008,Summer Magic,Harper Lee,Non-Fiction,80,85,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1991,"Judge and the Assassin, The (Juge et l'assassin, Le)",F. Scott Fitzgerald,Horror,53,87,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2006,Bedevilled (Kim Bok-nam salinsageonui jeonmal),Stephen King,Cookbooks,89,44,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2006,Not Here to Be Loved (Je ne suis pas là pour être aimé),Jane Austen,Fiction,18,87,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1999,Holiday Affair,Harper Lee,Mystery,97,71,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2003,I Love You Too,Ernest Hemingway,Mystery,20,14,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2001,Chalet Girl,Ernest Hemingway,Travel,41,32,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2008,Long Day's Journey Into Night,F. Scott Fitzgerald,Cookbooks,12,81,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2011,Bed & Breakfast: Love is a Happy Accident (Bed & Breakfast),J.R.R. Tolkien,Travel,23,80,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1992,"Legend of Hell House, The",Stephen King,Technology,35,37,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1967,Prime Suspect 7: The Final Act,Ernest Hemingway,Autobiography,89,90,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2012,As I Lay Dying,J.K. Rowling,Self-Help,83,36,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1977,"Italian Job, The",Jane Austen,Self-Help,91,36,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1998,Last Hurrah for Chivalry (Hao xia),George Orwell,Mystery,7,94,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2011,Dance Flick,J.R.R. Tolkien,Cookbooks,71,59,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2008,"Day After Tomorrow, The",Agatha Christie,Poetry,41,57,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2002,Modigliani,Agatha Christie,Mystery,66,14,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1993,Island of the Burning Damned (Night of the Big Heat),J.K. Rowling,Children's,60,25,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1993,Ladies in Retirement,Harper Lee,Self-Help,65,5,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1996,Role/Play,Stephen King,Self-Help,29,84,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1988,Flipper,George Orwell,Thriller,76,43,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1987,Pink Cadillac,Harper Lee,Fantasy,32,49,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1984,Search and Destroy,William Shakespeare,Science Fiction,13,12,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1988,War of the Robots (La guerra dei robot),Charles Dickens,Science Fiction,80,44,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2001,Gore Vidal: The United States of Amnesia,George Orwell,Fiction,47,89,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1999,Back Street,Harper Lee,Thriller,5,76,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1995,Harvard Beats Yale 29-29,F. Scott Fitzgerald,Fantasy,86,63,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1998,Mildred Pierce,F. Scott Fitzgerald,Travel,90,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2003,"Secret Glory, The",Ernest Hemingway,Fiction,78,56,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2001,Men of Means,J.R.R. Tolkien,Poetry,12,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1994,Invisible Target (Naam yi boon sik),Ernest Hemingway,Non-Fiction,69,31,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2004,"Goebbels Experiment, The (Das Goebbels Experiment)",Ernest Hemingway,Horror,73,36,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1975,Comradeship (Kameradschaft),Mark Twain,Young Adult,83,87,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2012,Dead & Buried,Charles Dickens,Fantasy,86,43,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1994,Blame (6 Films to Keep You Awake) (Películas para no dormir: La culpa),George Orwell,Thriller,20,59,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2008,The Eagle and the Hawk,F. Scott Fitzgerald,Thriller,36,73,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1982,Sacrifice (Zhao shi gu er),J.R.R. Tolkien,Cookbooks,76,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2003,Medium Cool,George Orwell,Romance,86,2,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2003,Love & Savagery,J.K. Rowling,Poetry,63,86,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1974,Ghost Town,Harper Lee,Mystery,18,32,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1986,Ivanhoe,Jane Austen,Technology,43,35,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1986,Jesse James,Virginia Woolf,Science Fiction,9,82,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1993,"Shrink Is In, The",F. Scott Fitzgerald,Romance,6,60,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2007,Swing Time,Jane Austen,Fiction,70,78,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1993,Marriage Retreat,William Shakespeare,Fantasy,57,19,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2006,Love and a Bullet,George Orwell,Technology,78,80,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1995,Friendship!,Ernest Hemingway,Poetry,36,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1998,Holy Flying Circus,Stephen King,Mystery,25,59,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1987,"Chronicle of Anna Magdalena Bach, The (Chronik der Anna Magdalena Bach)",Harper Lee,Graphic Novels,45,35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1998,Superman Unbound,Harper Lee,Autobiography,68,72,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2009,"Whip and the Body, The (Frusta e il corpo, La)",Virginia Woolf,Mystery,81,59,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2006,Bless the Child,J.R.R. Tolkien,Children's,94,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2004,Jack Frost 2: Revenge of the Mutant Killer Snowman,Ernest Hemingway,Thriller,90,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2001,"War Room, The",William Shakespeare,Historical Fiction,100,61,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1995,Middle of Nowhere,Stephen King,Autobiography,28,60,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2010,"New Rulers of the World, The",J.K. Rowling,Fiction,19,3,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1999,Prozac Nation,George Orwell,Travel,53,10,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2005,"Air I Breathe, The",Charles Dickens,Fiction,52,24,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2004,Mr. Skeffington,F. Scott Fitzgerald,Autobiography,10,31,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1999,Dying of the Light,Jane Austen,Self-Help,12,72,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2010,"Art of the Steal, The",Stephen King,Non-Fiction,62,6,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1993,3some (Castillos de cartón),Charles Dickens,Cookbooks,78,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2005,Ice Age Columbus: Who Were the First Americans?,Mark Twain,Non-Fiction,53,98,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2010,Shepherd,Jane Austen,Fantasy,13,94,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2001,Takva: A Man's Fear of God,Jane Austen,Children's,35,33,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1997,Dottie Gets Spanked,Agatha Christie,Thriller,24,100,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2005,Destruction Force,Mark Twain,Mystery,72,99,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2008,Children of Men,George Orwell,Fantasy,91,25,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2001,Cameron's Closet,J.K. Rowling,Self-Help,1,48,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2005,Swiss Family Robinson,George Orwell,Poetry,50,88,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1986,"Fast & Furious 6 (Fast and the Furious 6, The)",George Orwell,Science Fiction,47,34,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1985,Bonnie and Clyde,J.R.R. Tolkien,Biography,84,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1987,"Scarlet Letter, The",Harper Lee,Young Adult,69,13,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2004,Family United (La gran familia española),George Orwell,Science,19,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1987,April Story,Harper Lee,Non-Fiction,69,79,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1992,"Groove Tube, The",Agatha Christie,Mystery,50,85,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2002,Out of Mind: The Stories of H.P. Lovecraft,Mark Twain,Non-Fiction,9,16,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2009,"Gypsy Moths, The",Virginia Woolf,Romance,70,94,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2011,Welcome to Collinwood,F. Scott Fitzgerald,Cookbooks,99,27,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2005,When Willie Comes Marching Home,Agatha Christie,Thriller,58,22,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2010,Flight of Fury,Stephen King,Romance,56,2,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1994,Sounder,Charles Dickens,Fiction,60,31,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1950,"Light at the Edge of the World, The",Jane Austen,Science,51,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2002,Darkman,J.K. Rowling,Romance,85,28,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1997,Pericles on 31st Street,Harper Lee,Travel,63,16,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2009,Berserk: The Golden Age Arc 3 - Descent,Mark Twain,Fantasy,33,95,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1993,Brotherhood of Death,Stephen King,Technology,42,71,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2006,"House of the Seven Gables, The",Jane Austen,Historical Fiction,56,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1997,Nomads,Virginia Woolf,Horror,4,80,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2011,"Wild Geese, The",Mark Twain,Fiction,77,77,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2001,Wisegirls,Ernest Hemingway,Graphic Novels,4,90,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1991,Plankton,Stephen King,Poetry,52,99,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1969,"Swedish Love Story, A (Kärlekshistoria, En)",William Shakespeare,Young Adult,6,61,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1988,History of Kim Skov (Historien om Kim Skov),Charles Dickens,Mystery,22,52,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2006,Click,Virginia Woolf,Fantasy,46,75,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2004,Lakeboat,Agatha Christie,Travel,78,53,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2012,Love Letter ,Ernest Hemingway,Autobiography,14,64,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2010,"Last Real Men, The (Die letzten Männer)",Mark Twain,Autobiography,3,93,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2011,Mike Bassett: England Manager,J.K. Rowling,Biography,84,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2011,"President's Man: A Line in the Sand, The",F. Scott Fitzgerald,Fantasy,87,12,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1998,"Collector, The (La collectionneuse)",Ernest Hemingway,Young Adult,38,25,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2010,Little Man Tate,Agatha Christie,Horror,67,28,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2006,Phantom,William Shakespeare,Fiction,77,76,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2006,"Picture of Dorian Gray, The",Jane Austen,Cookbooks,65,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1961,Inescapable,J.R.R. Tolkien,Historical Fiction,81,43,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2005,The Russian Novel,Ernest Hemingway,Graphic Novels,10,65,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2011,Bleach: Fade to Black (Bur&#299;chi Fade to Black Kimi no Na o Yobu),Mark Twain,Non-Fiction,24,33,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2001,"Last Blitzkrieg, The",Harper Lee,Graphic Novels,84,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2003,17 Girls (17 filles),William Shakespeare,Fantasy,66,78,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
